D,374,01/20/2020,19:00:01,3.195,18,9400,1
D,375,01/20/2020,20:00:01,3.194,18,6719,1
D,376,01/20/2020,21:00:01,3.192,18,2904,1
D,377,01/20/2020,22:00:01,3.192,17,9504,1
D,378,01/20/2020,23:00:01,3.193,17,10147,1
D,379,01/21/2020,00:00:01,3.194,18,30532,1
D,380,01/21/2020,01:00:01,3.192,17,52176,1
D,381,01/21/2020,02:00:02,3.194,17,266014,1
D,382,01/21/2020,03:08:01,3.195,18,1432227072,1
D,383,01/21/2020,04:08:01,3.192,18,-1512247808,1
D,384,01/21/2020,05:08:01,3.192,18,-1515334912,1
D,385,01/21/2020,06:08:01,3.194,18,-1517105152,1
D,386,01/21/2020,07:08:01,3.194,17,-1516114944,1
D,387,01/21/2020,08:08:01,3.193,18,-1515574272,1
D,388,01/21/2020,17:00:01,3.194,18,9507,1
D,389,01/21/2020,18:00:01,3.192,18,10700,1
D,390,01/21/2020,19:00:01,3.193,18,11843,1
D,391,01/21/2020,20:00:01,3.193,18,11246,1
D,392,01/21/2020,21:00:01,3.193,18,6015,1
D,393,01/21/2020,22:00:01,3.193,18,16770,1
D,394,01/21/2020,23:00:01,3.191,18,15165,1
D,395,01/22/2020,00:00:01,3.194,17,19464,1
D,396,01/22/2020,01:00:01,3.191,18,37776,1
D,397,01/22/2020,02:00:02,3.194,17,182782,1
D,398,01/22/2020,03:08:01,3.194,18,1432147200,1
D,399,01/22/2020,04:08:01,3.192,18,-1513216512,1
D,400,01/22/2020,05:08:01,3.193,18,-1514091776,1
D,401,01/22/2020,06:08:01,3.193,18,1364649216,1
D,402,01/22/2020,07:08:01,3.191,18,-1514603776,1
D,403,01/22/2020,08:08:01,3.192,18,-1513677312,1
D,404,01/22/2020,17:00:01,3.193,18,37722,1
D,405,01/22/2020,18:00:01,3.192,18,4537,1
D,406,01/22/2020,19:00:01,3.193,18,7488,1
D,407,01/22/2020,20:00:01,3.192,18,21000,1
D,408,01/22/2020,21:00:01,3.193,18,8613,1
D,409,01/22/2020,22:00:01,3.193,18,9749,1
D,410,01/22/2020,23:00:01,3.190,18,11537,1
D,411,01/23/2020,00:00:01,3.192,18,17087,1
D,412,01/23/2020,01:00:01,3.193,17,25905,1
D,413,01/23/2020,02:00:02,3.193,17,245703,1
D,414,01/23/2020,03:08:01,3.190,18,159485408,1
D,415,01/23/2020,04:08:01,3.192,17,1507654144,1
D,416,01/23/2020,05:08:01,3.193,17,1505797632,1
D,417,01/23/2020,06:08:01,3.193,17,1506106880,1
D,418,01/23/2020,07:08:01,3.193,18,1506225920,1
D,419,01/23/2020,08:08:01,3.193,18,1506129152,1
D,420,01/23/2020,17:00:01,3.194,18,6932,1
D,421,01/23/2020,18:00:01,3.192,18,6546,1
D,422,01/23/2020,19:00:01,3.193,18,1879,1
D,423,01/23/2020,20:00:01,3.192,18,4638,1
D,424,01/23/2020,21:00:01,3.193,18,19717,1
D,425,01/23/2020,22:00:01,3.190,17,12327,1
D,426,01/23/2020,23:00:01,3.193,17,3806,1
D,427,01/24/2020,00:00:01,3.192,17,21378,1
D,428,01/24/2020,01:00:01,3.192,17,23637,1
D,429,01/24/2020,02:00:02,3.194,17,147155,1
D,430,01/24/2020,03:08:01,3.195,18,1432135936,1
D,431,01/24/2020,04:08:01,3.194,17,-1514762240,1
D,432,01/24/2020,05:08:01,3.194,17,-1517491200,1
D,433,01/24/2020,06:08:01,3.193,17,-1516878848,1
D,434,01/24/2020,07:08:01,3.193,17,-1516032512,1
D,435,01/24/2020,08:08:01,3.191,18,-1516652032,1
D,436,01/24/2020,17:00:01,3.194,18,16275,1
D,437,01/24/2020,18:00:01,3.193,18,9068,1
D,438,01/24/2020,19:00:01,3.197,18,6549,1
D,439,01/24/2020,20:00:01,3.192,18,8323,1
D,440,01/24/2020,21:00:01,3.193,18,3144,1
D,441,01/24/2020,22:00:01,3.192,18,3364,1
D,442,01/24/2020,23:00:01,3.195,17,4269,1
D,443,01/25/2020,00:00:01,3.191,17,57945,1
D,444,01/25/2020,01:00:01,3.193,17,6775,1
D,445,01/25/2020,02:00:01,3.191,17,65089,1
D,446,01/25/2020,03:08:01,3.194,17,1432066688,1
D,447,01/25/2020,04:08:01,3.194,17,-1529959424,1
D,448,01/25/2020,05:08:01,3.194,17,-1529425152,1
D,449,01/25/2020,06:08:01,3.192,18,-1527373056,1
D,450,01/25/2020,07:08:01,3.192,18,-1527640320,1
